4.674036313902922568e-02 6.436745179390210292e-02 8.182706840135202386e-02 9.602495431037705309e-02 1.040225911785102320e-01 1.040225911785102320e-01 9.602495431037703921e-02 8.182706840135202386e-02 6.436745179390208904e-02 4.674036313902922568e-02
6.436745179390210292e-02 8.864220498493891043e-02 1.126863277697193744e-01 1.322386306499120090e-01 1.432523984300950459e-01 1.432523984300950459e-01 1.322386306499119812e-01 1.126863277697193605e-01 8.864220498493891043e-02 6.436745179390210292e-02
8.182706840135202386e-02 1.126863277697193744e-01 1.432523984300950737e-01 1.681082468533666718e-01 1.821094897857616635e-01 1.821094897857616635e-01 1.681082468533666441e-01 1.432523984300950459e-01 1.126863277697193605e-01 8.182706840135202386e-02
9.602495431037705309e-02 1.322386306499120090e-01 1.681082468533666718e-01 1.972768551858005703e-01 2.137074659743633531e-01 2.137074659743633531e-01 1.972768551858005426e-01 1.681082468533666441e-01 1.322386306499119812e-01 9.602495431037705309e-02
1.040225911785102320e-01 1.432523984300950459e-01 1.821094897857616635e-01 2.137074659743633531e-01 2.315065341556140355e-01 2.315065341556140077e-01 2.137074659743633254e-01 1.821094897857616079e-01 1.432523984300950182e-01 1.040225911785102320e-01
1.040225911785102320e-01 1.432523984300950459e-01 1.821094897857616635e-01 2.137074659743633531e-01 2.315065341556140077e-01 2.315065341556140077e-01 2.137074659743633254e-01 1.821094897857616079e-01 1.432523984300950182e-01 1.040225911785102320e-01
9.602495431037703921e-02 1.322386306499119812e-01 1.681082468533666441e-01 1.972768551858005426e-01 2.137074659743633254e-01 2.137074659743633254e-01 1.972768551858005148e-01 1.681082468533666163e-01 1.322386306499119535e-01 9.602495431037703921e-02
8.182706840135202386e-02 1.126863277697193605e-01 1.432523984300950459e-01 1.681082468533666441e-01 1.821094897857616079e-01 1.821094897857616079e-01 1.681082468533666163e-01 1.432523984300950182e-01 1.126863277697193327e-01 8.182706840135202386e-02
6.436745179390208904e-02 8.864220498493891043e-02 1.126863277697193605e-01 1.322386306499119812e-01 1.432523984300950182e-01 1.432523984300950182e-01 1.322386306499119535e-01 1.126863277697193327e-01 8.864220498493888267e-02 6.436745179390208904e-02
4.674036313902922568e-02 6.436745179390210292e-02 8.182706840135202386e-02 9.602495431037705309e-02 1.040225911785102320e-01 1.040225911785102320e-01 9.602495431037703921e-02 8.182706840135202386e-02 6.436745179390208904e-02 4.674036313902922568e-02
