3.678794411714422785e-02 -3.678794411714422785e-02 -1.103638323514327113e-01 -1.839397205857211948e-01 -2.575156088200096782e-01 -3.310914970542981339e-01 -4.046673852885865896e-01 -4.782432735228751564e-01 -5.518191617571635010e-01 -6.253950499914520123e-01 -6.989709382257404124e-01
1.103638323514327113e-01 3.678794411714426948e-02 -3.678794411714422785e-02 -1.103638323514327113e-01 -1.839397205857211670e-01 -2.575156088200096227e-01 -3.310914970542981339e-01 -4.046673852885865896e-01 -4.782432735228750453e-01 -5.518191617571635010e-01 -6.253950499914519012e-01
1.839397205857211670e-01 1.103638323514327391e-01 3.678794411714424867e-02 -3.678794411714424867e-02 -1.103638323514326974e-01 -1.839397205857211393e-01 -2.575156088200096782e-01 -3.310914970542981339e-01 -4.046673852885865896e-01 -4.782432735228750453e-01 -5.518191617571635010e-01
2.575156088200096782e-01 1.839397205857211948e-01 1.103638323514327113e-01 3.678794411714422785e-02 -3.678794411714422785e-02 -1.103638323514326697e-01 -1.839397205857211948e-01 -2.575156088200096782e-01 -3.310914970542981339e-01 -4.046673852885865896e-01 -4.782432735228749898e-01
3.310914970542981339e-01 2.575156088200096782e-01 1.839397205857211670e-01 1.103638323514326697e-01 3.678794411714422785e-02 -3.678794411714422785e-02 -1.103638323514327529e-01 -1.839397205857211948e-01 -2.575156088200096782e-01 -3.310914970542981339e-01 -4.046673852885865896e-01
4.046673852885865896e-01 3.310914970542981339e-01 2.575156088200096782e-01 1.839397205857211670e-01 1.103638323514327113e-01 3.678794411714426948e-02 -3.678794411714426948e-02 -1.103638323514327113e-01 -1.839397205857211670e-01 -2.575156088200096227e-01 -3.310914970542980784e-01
4.782432735228751564e-01 4.046673852885865896e-01 3.310914970542981339e-01 2.575156088200096782e-01 1.839397205857211948e-01 1.103638323514327529e-01 3.678794411714422785e-02 -3.678794411714422785e-02 -1.103638323514326697e-01 -1.839397205857211393e-01 -2.575156088200095672e-01
5.518191617571635010e-01 4.782432735228751564e-01 4.046673852885865896e-01 3.310914970542981339e-01 2.575156088200096782e-01 1.839397205857211948e-01 1.103638323514326697e-01 3.678794411714422785e-02 -3.678794411714422785e-02 -1.103638323514326697e-01 -1.839397205857211393e-01
6.253950499914520123e-01 5.518191617571635010e-01 4.782432735228750453e-01 4.046673852885865896e-01 3.310914970542981339e-01 2.575156088200096782e-01 1.839397205857211393e-01 1.103638323514326697e-01 3.678794411714422785e-02 -3.678794411714422785e-02 -1.103638323514326697e-01
6.989709382257404124e-01 6.253950499914520123e-01 5.518191617571635010e-01 4.782432735228749898e-01 4.046673852885865896e-01 3.310914970542981339e-01 2.575156088200095672e-01 1.839397205857211393e-01 1.103638323514326697e-01 3.678794411714422785e-02 -3.678794411714422785e-02
