4.723665527410145920e-02 -4.723665527410145920e-02 -1.417099658223044401e-01 -2.361832763705074001e-01 -3.306565869187103046e-01 -4.251298974669132091e-01 -5.196032080151161692e-01 -6.140765185633192402e-01 -7.085498291115219782e-01 -8.030231396597250493e-01 -8.974964502079278983e-01
1.417099658223044401e-01 4.723665527410150777e-02 -4.723665527410145920e-02 -1.417099658223044401e-01 -2.361832763705073446e-01 -3.306565869187102491e-01 -4.251298974669132646e-01 -5.196032080151161692e-01 -6.140765185633191292e-01 -7.085498291115219782e-01 -8.030231396597249383e-01
2.361832763705073446e-01 1.417099658223044678e-01 4.723665527410148696e-02 -4.723665527410148696e-02 -1.417099658223044123e-01 -2.361832763705073168e-01 -3.306565869187103601e-01 -4.251298974669132646e-01 -5.196032080151161692e-01 -6.140765185633191292e-01 -7.085498291115219782e-01
3.306565869187103046e-01 2.361832763705074001e-01 1.417099658223044401e-01 4.723665527410145920e-02 -4.723665527410145920e-02 -1.417099658223043845e-01 -2.361832763705074001e-01 -3.306565869187103046e-01 -4.251298974669132091e-01 -5.196032080151161692e-01 -6.140765185633190182e-01
4.251298974669132091e-01 3.306565869187103046e-01 2.361832763705073446e-01 1.417099658223043845e-01 4.723665527410145920e-02 -4.723665527410145920e-02 -1.417099658223044678e-01 -2.361832763705074001e-01 -3.306565869187103046e-01 -4.251298974669132091e-01 -5.196032080151161692e-01
5.196032080151161692e-01 4.251298974669132646e-01 3.306565869187103046e-01 2.361832763705073446e-01 1.417099658223044401e-01 4.723665527410150777e-02 -4.723665527410150777e-02 -1.417099658223044401e-01 -2.361832763705073446e-01 -3.306565869187102491e-01 -4.251298974669131536e-01
6.140765185633192402e-01 5.196032080151161692e-01 4.251298974669132646e-01 3.306565869187103046e-01 2.361832763705074001e-01 1.417099658223044678e-01 4.723665527410145920e-02 -4.723665527410145920e-02 -1.417099658223043845e-01 -2.361832763705072891e-01 -3.306565869187101936e-01
7.085498291115219782e-01 6.140765185633192402e-01 5.196032080151161692e-01 4.251298974669132091e-01 3.306565869187103046e-01 2.361832763705074001e-01 1.417099658223043845e-01 4.723665527410145920e-02 -4.723665527410145920e-02 -1.417099658223043845e-01 -2.361832763705072891e-01
8.030231396597250493e-01 7.085498291115219782e-01 6.140765185633191292e-01 5.196032080151161692e-01 4.251298974669132091e-01 3.306565869187103046e-01 2.361832763705072891e-01 1.417099658223043845e-01 4.723665527410145920e-02 -4.723665527410145920e-02 -1.417099658223043845e-01
8.974964502079278983e-01 8.030231396597250493e-01 7.085498291115219782e-01 6.140765185633190182e-01 5.196032080151161692e-01 4.251298974669132091e-01 3.306565869187101936e-01 2.361832763705072891e-01 1.417099658223043845e-01 4.723665527410145920e-02 -4.723665527410145920e-02
