1.200316285114567255e-01 1.652988882215865318e-01 2.101360712007647180e-01 2.465969639416064896e-01 2.671353019658503358e-01 2.671353019658503358e-01 2.465969639416064341e-01 2.101360712007647180e-01 1.652988882215865041e-01 1.200316285114567255e-01
1.652988882215865318e-01 2.276376883838127640e-01 2.893842179390506697e-01 3.395955256449392223e-01 3.678794411714423340e-01 3.678794411714423340e-01 3.395955256449391668e-01 2.893842179390506142e-01 2.276376883838127640e-01 1.652988882215865318e-01
2.101360712007647180e-01 2.893842179390506697e-01 3.678794411714423895e-01 4.317105234290797289e-01 4.676664270099092913e-01 4.676664270099092913e-01 4.317105234290796734e-01 3.678794411714423340e-01 2.893842179390506142e-01 2.101360712007647180e-01
2.465969639416064896e-01 3.395955256449392223e-01 4.317105234290797289e-01 5.066169923655896579e-01 5.488116360940265004e-01 5.488116360940265004e-01 5.066169923655895468e-01 4.317105234290796734e-01 3.395955256449391668e-01 2.465969639416064896e-01
2.671353019658503358e-01 3.678794411714423340e-01 4.676664270099092913e-01 5.488116360940265004e-01 5.945205479701943796e-01 5.945205479701942686e-01 5.488116360940263894e-01 4.676664270099091247e-01 3.678794411714422785e-01 2.671353019658503358e-01
2.671353019658503358e-01 3.678794411714423340e-01 4.676664270099092913e-01 5.488116360940265004e-01 5.945205479701942686e-01 5.945205479701942686e-01 5.488116360940263894e-01 4.676664270099091247e-01 3.678794411714422785e-01 2.671353019658503358e-01
2.465969639416064341e-01 3.395955256449391668e-01 4.317105234290796734e-01 5.066169923655895468e-01 5.488116360940263894e-01 5.488116360940263894e-01 5.066169923655895468e-01 4.317105234290795623e-01 3.395955256449391113e-01 2.465969639416064341e-01
2.101360712007647180e-01 2.893842179390506142e-01 3.678794411714423340e-01 4.317105234290796734e-01 4.676664270099091247e-01 4.676664270099091247e-01 4.317105234290795623e-01 3.678794411714422785e-01 2.893842179390505587e-01 2.101360712007647180e-01
1.652988882215865041e-01 2.276376883838127640e-01 2.893842179390506142e-01 3.395955256449391668e-01 3.678794411714422785e-01 3.678794411714422785e-01 3.395955256449391113e-01 2.893842179390505587e-01 2.276376883838126808e-01 1.652988882215865041e-01
1.200316285114567255e-01 1.652988882215865318e-01 2.101360712007647180e-01 2.465969639416064896e-01 2.671353019658503358e-01 2.671353019658503358e-01 2.465969639416064341e-01 2.101360712007647180e-01 1.652988882215865041e-01 1.200316285114567255e-01
