7.788007830714047119e-02 -7.788007830714047119e-02 -2.336402349214214968e-01 -3.894003915357025503e-01 -5.451605481499834926e-01 -7.009207047642643795e-01 -8.566808613785454884e-01 -1.012441017992826486e+00 -1.168201174607107262e+00 -1.323961331221388482e+00 -1.479721487835669258e+00
2.336402349214214968e-01 7.788007830714055446e-02 -7.788007830714047119e-02 -2.336402349214214968e-01 -3.894003915357024392e-01 -5.451605481499833816e-01 -7.009207047642644905e-01 -8.566808613785454884e-01 -1.012441017992826486e+00 -1.168201174607107262e+00 -1.323961331221388260e+00
3.894003915357024392e-01 2.336402349214215524e-01 7.788007830714051283e-02 -7.788007830714051283e-02 -2.336402349214214413e-01 -3.894003915357023837e-01 -5.451605481499836037e-01 -7.009207047642644905e-01 -8.566808613785454884e-01 -1.012441017992826486e+00 -1.168201174607107262e+00
5.451605481499834926e-01 3.894003915357025503e-01 2.336402349214214968e-01 7.788007830714047119e-02 -7.788007830714047119e-02 -2.336402349214214136e-01 -3.894003915357025503e-01 -5.451605481499834926e-01 -7.009207047642643795e-01 -8.566808613785454884e-01 -1.012441017992826264e+00
7.009207047642643795e-01 5.451605481499834926e-01 3.894003915357024392e-01 2.336402349214214136e-01 7.788007830714047119e-02 -7.788007830714047119e-02 -2.336402349214215801e-01 -3.894003915357025503e-01 -5.451605481499834926e-01 -7.009207047642643795e-01 -8.566808613785454884e-01
8.566808613785454884e-01 7.009207047642644905e-01 5.451605481499834926e-01 3.894003915357024392e-01 2.336402349214214968e-01 7.788007830714055446e-02 -7.788007830714055446e-02 -2.336402349214214968e-01 -3.894003915357024392e-01 -5.451605481499833816e-01 -7.009207047642642685e-01
1.012441017992826486e+00 8.566808613785454884e-01 7.009207047642644905e-01 5.451605481499834926e-01 3.894003915357025503e-01 2.336402349214215801e-01 7.788007830714047119e-02 -7.788007830714047119e-02 -2.336402349214214136e-01 -3.894003915357023282e-01 -5.451605481499832706e-01
1.168201174607107262e+00 1.012441017992826486e+00 8.566808613785454884e-01 7.009207047642643795e-01 5.451605481499834926e-01 3.894003915357025503e-01 2.336402349214214136e-01 7.788007830714047119e-02 -7.788007830714047119e-02 -2.336402349214214136e-01 -3.894003915357023282e-01
1.323961331221388482e+00 1.168201174607107262e+00 1.012441017992826486e+00 8.566808613785454884e-01 7.009207047642643795e-01 5.451605481499834926e-01 3.894003915357023282e-01 2.336402349214214136e-01 7.788007830714047119e-02 -7.788007830714047119e-02 -2.336402349214214136e-01
1.479721487835669258e+00 1.323961331221388482e+00 1.168201174607107262e+00 1.012441017992826264e+00 8.566808613785454884e-01 7.009207047642643795e-01 5.451605481499832706e-01 3.894003915357023282e-01 2.336402349214214136e-01 7.788007830714047119e-02 -7.788007830714047119e-02
